観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,8日の最大値(mm),8日の最大値の品質情報,8日の最大値起時（時）(まで),8日の最大値起時（分）(まで),8日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,7日までの観測史上1位の値(mm),7日までの観測史上1位の値の品質情報,7日までの観測史上1位の値の年,7日までの観測史上1位の値の月,7日までの観測史上1位の値の日,7日までの1月の1位の値(mm),7日までの1月の1位の値の品質情報,7日までの1月の1位の値の年,7日までの1月の1位の値の月,7日までの1月の1位の値の日,統計開始年
33441,岩手県,区界（クザカイ）,,2026,1,8,16,0,0.0,8,1.0,4,0.0,43.0,4.0,,,86.5,8,2013,7,15,9.0,8,1998,1,18,1993
33472,岩手県,宮古（ミヤコ）,47585.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.5,8,2019,10,13,54.0,8,2007,1,6,1937
33486,岩手県,沢内（サワウチ）,,2026,1,8,16,0,1.0,8,4.0,4,0.0,3.0,4.0,,,55.0,8,2017,8,24,6.5,8,2024,1,14,2017
33501,岩手県,紫波（シワ）,,2026,1,8,16,0,0.0,8,1.0,4,0.0,53.0,4.0,,,95.5,8,2015,6,16,8.0,8,2002,1,21,1976
33526,岩手県,川井（カワイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.5,8,2015,8,11,12.0,8,2007,1,6,1977
33566,岩手県,豊沢（トヨサワ）,,2026,1,8,16,0,0.0,8,2.0,4,0.0,23.0,4.0,,,47.0,8,2022,8,14,10.0,8,2002,1,21,1976
33576,岩手県,花巻（ハナマキ）,,2026,1,8,16,0,0.0,8,0.5,4,2.0,2.0,4.0,,,65.5,8,2014,9,10,9.0,8,2007,1,6,1976
33581,岩手県,大迫（オオハサマ）,,2026,1,8,16,0,0.0,8,0.5,4,9.0,40.0,4.0,,,63.5,8,2013,8,9,8.0,8,1998,1,18,1976
33596,岩手県,附馬牛（ツキモウシ）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,1.0,4.0,,,53.5,8,2023,8,12,14.0,8,2007,1,6,2005
33611,岩手県,大槌（オオツチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.5,8,2023,8,12,19.0,8,2007,1,6,2000
33616,岩手県,山田（ヤマダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.5,8,2019,10,13,40.0,8,2007,1,6,1976
33631,岩手県,湯田（ユダ）,,2026,1,8,16,0,0.0,8,2.0,4,4.0,23.0,4.0,,,45.0,8,2012,10,1,11.0,8,2007,1,6,1976
33671,岩手県,遠野（トオノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.5,8,2023,8,19,18.0,8,2007,1,6,1976
33711,岩手県,金ケ崎（カネガサキ）,,2026,1,8,16,0,0.0,8,1.0,4,10.0,18.0,4.0,,,57.0,8,2022,8,13,8.0,8,2007,1,6,2006
33716,岩手県,北上（キタカミ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.0,8,1982,8,30,8.0,8,2007,1,6,1976
33726,岩手県,米里（ヨネサト）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,54.0,8,2022,7,4,17.0,8,2007,1,6,1976
33751,岩手県,釜石（カマイシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.0,8,2013,7,26,30.0,8,2007,1,6,1976
33776,岩手県,若柳（ワカヤナギ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,40.0,8,2007,5,31,8.0,8,2007,1,6,1976
33781,岩手県,江刺（エサシ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.0,8,2021,6,15,9.0,8,2007,1,6,1976
33801,岩手県,住田（スミタ）,,2026,1,8,16,0,0.0,8,1.0,4,6.0,15.0,4.0,,,66.5,8,2013,7,26,12.0,8,2007,1,6,1977
33831,岩手県,祭畤（マツルベ）,,2026,1,8,16,0,0.0,8,1.5,4,5.0,53.0,4.0,,,82.5,8,2012,10,1,23.0,8,2002,1,21,1976
33841,岩手県,衣川（コロモガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,47.0,8,2021,6,15,10.0,8,2007,1,6,1976
33856,岩手県,大東（ダイトウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,46.5,8,2013,7,26,9.0,8,2007,1,6,2005
33877,岩手県,大船渡（オオフナト）,47512.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,58.0,8,2019,8,8,39.5,8,2007,1,6,1963
33911,岩手県,一関（イチノセキ）,,2026,1,8,16,0,0.0,8,0.5,4,5.0,28.0,4.0,,,49.0,8,2016,8,2,12.0,8,2007,1,6,1976
33921,岩手県,千厩（センマヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.0,8,1982,8,21,10.0,8,2007,1,6,1976
34012,宮城県,駒ノ湯（コマノユ）,,2026,1,8,16,0,0.5,8,1.5,4,1.0,1.0,4.0,,,72.0,8,2015,9,11,16.0,8,2002,1,21,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.5,8,2013,7,26,18.0,8,2007,1,6,1976
34056,宮城県,鴬沢（ウグイスザワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,51.5,8,2015,9,11,11.0,8,2007,1,6,2001
34096,宮城県,川渡（カワタビ）,,2026,1,8,16,0,0.5,8,2.5,4,10.0,24.0,4.0,,,76.0,8,1989,8,14,10.0,8,2007,1,6,1976
34111,宮城県,築館（ツキダテ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.0,8,1977,7,26,13.0,8,2007,1,6,1976
34171,宮城県,米山（ヨネヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,55.0,8,2019,10,13,10.0,8,2002,1,21,1976
34186,宮城県,志津川（シヅガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.5,8,2023,9,6,13.0,8,2007,1,6,1976
34206,宮城県,加美（カミ）,,2026,1,8,16,0,0.5,8,1.0,4,6.0,6.0,4.0,,,56.5,8,2014,8,7,11.0,8,2007,1,6,2005
34216,宮城県,古川（フルカワ）,,2026,1,8,16,0,0.0,8,0.5,4,9.0,50.0,4.0,,,74.0,8,2022,7,16,12.0,8,2007,1,6,1976
34241,宮城県,雄勝（オガツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,95.0,8,2005,10,22,22.0,8,2007,1,6,1976
34262,宮城県,泉ケ岳（イズミガダケ）,,2026,1,8,16,0,0.5,8,1.0,4,15.0,56.0,4.0,,,65.0,8,2015,9,10,12.5,8,2020,1,29,2005
34266,宮城県,大衡（オオヒラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,62.0,8,2015,9,11,12.0,8,2002,1,21,1976
34276,宮城県,鹿島台（カシマダイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.0,8,2023,9,6,13.0,8,2007,1,6,1976
34292,宮城県,石巻（イシノマキ）,47592.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.0,8,2014,9,11,14.0,8,2002,1,27,1937
34296,宮城県,女川（オナガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,76.5,8,2011,9,21,10.0,8,2020,1,29,2011
34311,宮城県,新川（ニッカワ）,,2026,1,8,16,0,0.5,8,1.0,4,13.0,9.0,4.0,,,72.0,8,1990,7,24,14.0,8,2002,1,21,1976
34331,宮城県,塩釜（シオガマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,1990,9,20,10.0,8,2007,1,6,1976
34392,宮城県,仙台（センダイ）,47590.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.3,8,1948,9,16,12.5,8,2007,1,6,1937
34436,宮城県,名取（ナトリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.5,8,2011,9,21,10.0,8,2007,1,6,2003
34461,宮城県,白石（シロイシ）,,2026,1,8,16,0,0.0,8,1.0,4,9.0,59.0,4.0,,,51.0,8,1982,9,12,12.5,8,2020,1,29,1976
34462,宮城県,蔵王（ザオウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,57.5,8,2014,8,7,9.5,8,2020,1,29,2005
34471,宮城県,亘理（ワタリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.0,8,1990,9,20,11.0,8,2020,1,29,1976
34506,宮城県,丸森（マルモリ）,,2026,1,8,16,0,0.0,8,0.5,4,10.0,47.0,4.0,,,69.0,8,2008,8,29,16.5,8,2024,1,21,1977
34526,宮城県,筆甫（ヒッポ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.0,8,2013,7,26,15.0,8,2020,1,29,1978
35002,山形県,飛島（トビシマ）,,2026,1,8,16,0,0.0,8,1.0,4,4.0,12.0,4.0,,,63.0,8,2005,8,13,11.0,8,2009,1,12,1978
35052,山形県,酒田（サカタ）,47587.0,2026,1,8,16,0,0.0,8,3.0,4,4.0,44.0,4.0,,,86.0,8,2024,7,25,13.4,8,1963,1,6,1937
35056,山形県,酒田大沢（サカタオオサワ）,,2026,1,8,16,0,0.0,8,4.0,4,4.0,57.0,4.0,,,112.5,8,2018,8,5,9.5,8,2024,1,9,2017
35071,山形県,差首鍋（サスナベ）,,2026,1,8,16,0,0.5,8,4.5,4,0.0,30.0,4.0,,,72.0,8,2018,8,5,10.5,8,2024,1,9,1976
35086,山形県,浜中（ハマナカ）,,2026,1,8,16,0,0.0,8,4.0,4,0.0,16.0,4.0,,,82.0,8,2008,8,14,10.0,8,2024,1,9,2003
35116,山形県,金山（カネヤマ）,,2026,1,8,16,0,0.5,8,3.5,4,0.0,3.0,4.0,,,59.0,8,2018,8,5,9.0,8,2002,1,12,1976
35141,山形県,鶴岡（ツルオカ）,,2026,1,8,16,0,0.0,8,3.5,4,4.0,36.0,4.0,,,75.5,8,2018,8,5,10.0,8,2019,1,25,1976
35146,山形県,狩川（カリカワ）,,2026,1,8,16,0,0.0,8,3.5,4,4.0,35.0,4.0,,,67.5,8,2008,8,15,9.0,8,2003,1,4,1976
35162,山形県,新庄（シンジョウ）,47520.0,2026,1,8,16,0,1.0,8,4.0,4,3.0,57.0,4.0,,,75.0,8,1974,8,1,10.0,8,2002,1,21,1957
35171,山形県,瀬見（セミ）,,2026,1,8,16,0,1.0,8,4.0,4,4.0,3.0,4.0,,,63.0,8,1997,7,14,12.0,8,2002,1,12,1976
35176,山形県,向町（ムカイマチ）,,2026,1,8,16,0,0.5,8,3.5,4,4.0,15.0,4.0,,,63.0,8,2024,7,25,9.0,8,2007,1,6,1976
35201,山形県,櫛引（クシビキ）,,2026,1,8,16,0,0.0,8,5.0,4,5.0,8.0,4.0,,,63.0,8,2013,7,22,9.0,8,2020,1,9,1977
35216,山形県,肘折（ヒジオリ）,,2026,1,8,16,0,1.5,8,3.5,4,11.0,47.0,4.0,,,67.5,8,2018,8,6,9.0,8,2001,1,15,1976
35231,山形県,尾花沢（オバナザワ）,,2026,1,8,16,0,0.0,8,3.0,4,5.0,25.0,4.0,,,61.0,8,1976,8,5,7.0,8,2005,1,11,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2026,1,8,16,0,0.0,8,1.5,4,2.0,16.0,4.0,,,70.0,8,2018,8,5,11.0,8,2007,1,8,1976
35256,山形県,荒沢（アラサワ）,,2026,1,8,16,0,0.5,8,4.0,4,4.0,40.0,4.0,,,59.0,8,2012,10,5,16.0,8,2007,1,8,1979
35332,山形県,村山（ムラヤマ）,,2026,1,8,16,0,0.0,8,2.5,4,1.0,46.0,4.0,,,51.5,8,2015,7,22,6.5,8,2020,1,29,2002
35334,山形県,東根（ヒガシネ）,,2026,1,8,16,0,0.0,8,1.5,4,1.0,7.0,4.0,,,37.5,8,2018,8,6,26.0,4,2006,1,20,2003
35361,山形県,大井沢（オオイサワ）,,2026,1,8,16,0,0.5,8,3.0,4,12.0,3.0,4.0,,,60.0,8,2000,7,4,11.0,8,2005,1,10,1978
35376,山形県,左沢（アテラザワ）,,2026,1,8,16,0,0.0,8,4.5,4,0.0,47.0,4.0,,,53.5,8,2024,8,7,7.0,8,1987,1,8,1976
35426,山形県,山形（ヤマガタ）,47588.0,2026,1,8,16,0,0.0,8,1.0,4,1.0,36.0,4.0,,,74.5,8,1981,8,3,10.0,8,2020,1,29,1931
35456,山形県,長井（ナガイ）,,2026,1,8,16,0,0.5,8,5.0,4,1.0,33.0,4.0,,,72.5,8,2022,8,3,8.5,8,2014,1,30,1976
35466,山形県,上山中山（カミノヤマナカヤマ）,,2026,1,8,16,0,0.5,8,2.5,4,1.0,51.0,4.0,,,54.5,8,2014,7,9,6.5,8,2011,1,17,2006
35486,山形県,小国（オグニ）,,2026,1,8,16,0,0.5,8,7.5,4,0.0,52.0,4.0,,,78.0,8,2004,7,17,14.0,8,2007,1,7,1976
35511,山形県,高畠（タカハタ）,,2026,1,8,16,0,0.0,8,1.0,4,4.0,42.0,4.0,,,55.5,8,2023,8,17,13.0,8,1981,1,3,1977
35537,山形県,中津川（ナカツガワ）,,2026,1,8,16,0,1.5,8,4.0,4,14.0,4.0,4.0,,,80.0,8,1983,8,11,19.0,8,1990,1,27,1981
35541,山形県,高峰（タカミネ）,,2026,1,8,16,0,1.5,8,3.5,4,3.0,53.0,4.0,,,59.5,8,2011,7,11,11.0,8,1991,1,6,1976
35552,山形県,米沢（ヨネザワ）,,2026,1,8,16,0,2.0,8,2.5,4,15.0,56.0,4.0,,,55.0,8,1983,9,8,8.5,8,2009,1,31,1976
36056,福島県,茂庭（モニワ）,,2026,1,8,16,0,0.0,8,0.5,4,15.0,38.0,4.0,,,55.5,8,2016,8,17,8.0,8,2024,1,21,1992
36066,福島県,梁川（ヤナガワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.0,8,1981,7,11,9.0,8,2020,1,29,1976
36106,福島県,桧原（ヒバラ）,,2026,1,8,16,0,0.0,8,3.0,4,3.0,45.0,4.0,,,67.0,8,1998,8,6,11.0,8,2009,1,31,1978
36127,福島県,福島（フクシマ）,47595.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,2017,7,28,11.7,8,1962,1,1,1937
36151,福島県,相馬（ソウマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,60.0,8,2020,9,11,24.0,8,2020,1,29,1976
36176,福島県,喜多方（キタカタ）,,2026,1,8,16,0,0.5,8,3.0,4,3.0,48.0,4.0,,,87.0,8,2024,8,7,9.5,8,2022,1,2,1976
36196,福島県,鷲倉（ワシクラ）,,2026,1,8,16,0,0.0,8,2.0,4,12.0,57.0,4.0,,,75.0,8,2016,8,2,16.0,8,2002,1,21,1977
36221,福島県,飯舘（イイタテ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,92.0,8,1994,8,20,11.0,8,2002,1,27,1976
36231,福島県,原町（ハラマチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,2023,9,9,31.0,8,2020,1,29,1976
36251,福島県,西会津（ニシアイヅ）,,2026,1,8,16,0,0.5,8,2.0,4,7.0,2.0,4.0,,,45.5,8,2010,8,31,11.0,8,2017,1,13,1976
36276,福島県,猪苗代（イナワシロ）,,2026,1,8,16,0,0.0,8,1.0,4,7.0,3.0,4.0,,,56.5,8,2024,8,7,16.5,8,2009,1,31,1976
36291,福島県,二本松（ニホンマツ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.0,8,2022,7,28,8.0,8,2020,1,29,1976
36307,福島県,津島（ツシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.5,8,2012,7,30,12.0,8,2024,1,21,1977
36342,福島県,金山（カネヤマ）,,2026,1,8,16,0,1.0,8,3.0,4,14.0,9.0,4.0,,,72.5,8,2009,7,26,9.5,8,2022,1,1,2007
36361,福島県,若松（ワカマツ）,47570.0,2026,1,8,16,0,0.0,8,0.5,4,8.0,50.0,4.0,,,75.0,8,2008,9,3,13.5,8,1970,1,31,1953
36391,福島県,船引（フネヒキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,63.0,8,2014,8,2,9.0,8,2009,1,31,1976
36411,福島県,浪江（ナミエ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,62.0,8,2019,10,25,24.0,8,2020,1,29,1976
36426,福島県,只見（タダミ）,,2026,1,8,16,0,0.5,8,3.5,4,13.0,47.0,4.0,,,88.5,8,2017,7,18,11.0,8,1988,1,29,1976
36461,福島県,湖南（コナン）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,36.0,4.0,,,77.5,8,2019,7,24,11.0,8,2002,1,21,1982
36476,福島県,郡山（コオリヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.0,8,1981,7,13,7.5,8,2009,1,31,1976
36501,福島県,川内（カワウチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.5,8,2015,7,16,16.0,8,2002,1,21,1976
36511,福島県,富岡（トミオカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.5,8,2025,11,1,28.0,8,2002,1,21,1976
36536,福島県,南郷（ナンゴウ）,,2026,1,8,16,0,0.0,8,1.5,4,14.0,19.0,4.0,,,99.5,8,2023,8,18,12.0,8,2017,1,13,1976
36562,福島県,湯本（ユモト）,,2026,1,8,16,0,0.5,8,1.0,4,15.0,46.0,4.0,,,72.0,8,2020,9,11,21.0,8,2002,1,21,1988
36571,福島県,長沼（ナガヌマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,64.0,8,1998,7,28,8.0,8,2024,1,21,1978
36581,福島県,玉川（タマカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,63.0,8,2010,7,26,9.5,8,2016,1,18,2003
36591,福島県,小野新町（オノニイマチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,63.0,8,1987,9,10,10.0,8,2002,1,27,1976
36597,福島県,川前（カワマエ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,55.5,8,2015,7,16,9.0,8,2020,1,29,2014
36611,福島県,広野（ヒロノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.5,8,2013,4,7,28.0,8,2002,1,21,1976
36641,福島県,田島（タジマ）,,2026,1,8,16,0,0.5,8,0.5,4,16.0,0.0,4.0,,,56.0,8,2022,8,8,16.5,8,2009,1,31,1976
36667,福島県,白河（シラカワ）,47597.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,94.5,8,2019,7,24,11.5,8,1970,1,31,1940
36676,福島県,石川（イシカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.5,8,2013,7,27,18.0,8,2020,1,29,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2026,1,8,16,0,1.5,8,1.5,4,16.0,0.0,4.0,,,45.0,8,2024,8,14,9.5,8,2020,1,29,1978
36726,福島県,舘岩（タテイワ）,,2026,1,8,16,0,0.5,8,1.5,4,10.0,23.0,4.0,,,44.0,8,1981,7,21,14.0,8,1995,1,14,1978
36781,福島県,平（タイラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,91.5,8,2013,4,7,39.0,8,2024,1,21,1976
36821,福島県,東白川（ヒガシシラカワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.0,8,2000,7,2,9.0,8,2002,1,27,1976
36836,福島県,山田（ヤマダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.0,8,2023,9,8,25.5,8,2020,1,29,2009
36846,福島県,小名浜（オナハマ）,47598.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.5,8,2007,8,22,37.5,8,2002,1,21,1937
40041,茨城県,花園（ハナゾノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.0,8,2023,9,8,32.0,8,2024,1,21,1976
40046,茨城県,北茨城（キタイバラキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,77.5,8,2023,9,8,25.0,8,2002,1,21,1976
40061,茨城県,大子（ダイゴ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,82.0,8,2003,8,5,18.5,8,2020,1,29,1976
40066,茨城県,徳田（トクダ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,62.0,8,2010,8,28,21.5,8,2020,1,29,1977
40076,茨城県,大能（オオノウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,69.0,8,2003,8,21,25.0,8,2020,1,29,1985
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,104.0,8,1989,9,15,18.0,8,2020,1,29,1978
40126,茨城県,中野（ナカノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,59.0,8,1982,8,15,25.5,8,2020,1,29,1977
40136,茨城県,日立（ヒタチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,93.0,8,2023,9,8,29.0,8,2002,1,21,1976
40181,茨城県,門井（カドイ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,97.5,8,2011,7,28,19.0,8,2020,1,29,1982
40191,茨城県,笠間（カサマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.5,8,2009,8,7,14.5,8,2020,1,29,1976
40201,茨城県,水戸（ミト）,47629.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,81.7,8,1947,9,15,23.0,8,2002,1,21,1906
40221,茨城県,古河（コガ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.0,8,2003,8,5,14.0,8,2020,1,29,1976
40231,茨城県,下館（シモダテ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,74.0,8,2009,8,7,19.0,8,2020,1,29,2001
40241,茨城県,柿岡（カキオカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,114.5,8,2011,8,11,19.0,8,2002,1,21,1976
40251,茨城県,美野里（ミノリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,73.0,8,2011,8,11,24.0,8,2002,1,21,1976
40281,茨城県,下妻（シモツマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.0,8,1977,7,3,14.5,8,2020,1,29,1976
40311,茨城県,鉾田（ホコタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.5,8,2023,9,8,38.0,8,2002,1,21,1978
40326,茨城県,坂東（バンドウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,83.0,8,2019,9,10,15.5,8,2020,1,29,1976
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,72.0,8,2005,8,8,26.5,8,2020,1,29,1921
40341,茨城県,土浦（ツチウラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,65.5,8,2016,8,17,24.0,8,2002,1,21,1976
40391,茨城県,江戸崎（エドサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.0,8,1994,9,1,17.0,8,2002,1,27,1976
40406,茨城県,鹿嶋（カシマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,1999,10,27,55.0,8,2006,1,14,1976
40426,茨城県,龍ケ崎（リュウガサキ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,85.0,8,1976,9,2,20.0,8,2002,1,21,1976
41011,栃木県,那須高原（ナスコウゲン）,,2026,1,8,16,0,0.0,8,0.5,4,12.0,31.0,4.0,,,90.0,8,1998,8,27,19.0,8,2002,1,21,1976
41076,栃木県,五十里（イカリ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,84.0,8,2001,7,18,16.0,8,2002,1,21,1976
41091,栃木県,黒磯（クロイソ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,117.0,8,1977,9,3,11.0,8,2002,1,21,1976
41116,栃木県,土呂部（ドロブ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,55.0,8,2024,9,11,13.0,8,2002,1,21,1977
41141,栃木県,大田原（オオタワラ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,2013,7,27,9.0,8,2020,1,29,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,79.5,8,1966,9,25,17.0,8,2002,1,21,1944
41172,栃木県,日光東町（ニッコウヒガシマチ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,75.5,8,2023,9,5,8.0,8,2024,1,21,2022
41181,栃木県,塩谷（シオヤ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,103.5,8,2024,8,25,15.0,8,2020,1,29,1978
41211,栃木県,足尾（アシオ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.5,8,2018,8,10,19.0,8,2002,1,21,1976
41241,栃木県,高根沢（タカネザワ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,101.5,8,2022,7,27,15.0,8,2002,1,27,1976
41247,栃木県,那須烏山（ナスカラスヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,67.5,8,2024,9,15,23.0,8,2020,1,29,2009
41271,栃木県,鹿沼（カヌマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,99.0,8,2013,7,27,13.0,8,2020,1,29,1976
41277,栃木県,宇都宮（ウツノミヤ）,47615.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,100.5,8,1957,8,7,13.5,8,2020,1,29,1930
41311,栃木県,葛生（クズウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,90.0,8,2001,8,10,13.0,8,2002,1,27,1976
41331,栃木県,真岡（モオカ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,90.5,8,2016,8,23,12.0,8,2020,1,29,1976
41356,栃木県,足利（アシカガ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,68.5,8,2024,7,22,16.0,8,2009,1,31,1976
41361,栃木県,佐野（サノ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,86.5,8,2014,6,23,16.5,8,2020,1,29,1976
41371,栃木県,栃木（トチギ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,1987,8,18,10.5,8,2020,1,29,1976
41376,栃木県,小山（オヤマ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,87.0,8,2003,8,5,11.5,8,2020,1,29,1976
42046,群馬県,藤原（フジワラ）,,2026,1,8,16,0,1.0,8,1.5,4,15.0,30.0,4.0,,,52.0,8,1983,7,27,13.0,8,2002,1,21,1977
42091,群馬県,みなかみ（ミナカミ）,,2026,1,8,16,0,0.5,8,1.5,4,14.0,40.0,4.0,,,62.5,8,2015,7,30,13.0,8,2002,1,21,1976
42106,群馬県,片品（カタシナ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,49.5,8,2011,8,7,10.0,8,2002,1,21,1977
42121,群馬県,草津（クサツ）,,2026,1,8,16,0,0.0,8,0.5,4,11.0,49.0,4.0,,,58.5,8,2025,7,7,8.0,8,2002,1,21,1976
42146,群馬県,沼田（ヌマタ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,78.5,8,2025,9,10,10.0,8,2002,1,27,1976
42186,群馬県,中之条（ナカノジョウ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,71.0,8,1978,7,22,13.0,8,2002,1,21,1976
42221,群馬県,田代（タシロ）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,53.5,8,2013,9,16,8.5,8,2020,1,8,1976
42241,群馬県,榛名山（ハルナサン）,,2026,1,8,16,0,0.0,8,0.0,4,,,,,,101.0,8,2001,8,28,12.0,8,2002,1,21,1976
42251,群馬県,前橋（マエバシ）,47624.0,2026,1,8,16,0,0.0,8,0.0,4,,,,,,114.5,8,1997,9,11,20.0,8,1970,1,31,1912
